id,date,actor,period
4617,2019-10-10,바른미래당,second
4617,2019-10-10,국민권익위원회,second
4617,2019-10-10,국민권익위원회,second
4618,2019-10-10,바른미래당,second
4620,2019-10-10,더불어민주당,second
4622,2019-10-10,정무위원회,second
4622,2019-10-10,정무위원회,second
4623,2019-10-10,바른미래당,second
4627,2019-10-22,국민권익위원회,second
4632,2019-10-22,국민권익위원회,second
4635,2019-10-31,정의당,second
4635,2019-10-31,정의당,second
4636,2019-10-31,정의당,second
4637,2019-10-31,법무부,second
4651,2019-10-31,자유한국당,second
4652,2019-10-31,자유한국당,second
4652,2019-10-31,정의당,second
4653,2019-10-31,정의당,second
4653,2019-10-31,자유한국당,second
4660,2019-11-19,반부패정책협의회,second
4661,2019-11-19,국민권익위원회,second
4670,2019-11-19,국민권익위원회,second
4674,2019-11-19,국민권익위원회,second
4674,2019-11-19,반부패정책협의회,second
4674,2019-11-19,반부패정책협의회,second
4680,2019-11-19,국민권익위원회,second
4681,2019-11-19,국민권익위원회,second
4714,2020-01-08,국민권익위원회,second
4715,2020-01-08,법무부,second
4729,2020-01-08,손혜원,second
4753,2020-05-07,정세균,second
4788,2020-05-07,법제사법위원회,second
4801,2020-06-11,법제사법위원회,second
4801,2020-06-11,박덕흠,second
4805,2020-06-11,정의당,second
4805,2020-06-11,정무위원회,second
4805,2020-06-11,정무위원회,second
4806,2020-06-11,정무위원회,second
4806,2020-06-11,정무위원회,second
4806,2020-06-11,더불어민주당,second
4807,2020-06-11,정무위원회,second
4807,2020-06-11,정무위원회,second
4808,2020-06-11,정무위원회,second
4808,2020-06-11,정무위원회,second
4809,2020-06-11,정무위원회,second
4809,2020-06-11,정무위원회,second
4810,2020-06-11,정의당,second
4811,2020-06-11,법무부,second
4811,2020-06-11,법제사법위원회,second
4812,2020-06-11,법무부,second
4812,2020-06-11,박병석,second
4813,2020-06-11,더불어민주당,second
4813,2020-06-11,법제사법위원회,second
4814,2020-06-11,법제사법위원회,second
4815,2020-06-11,국토교통위원회,second
4816,2020-06-11,더불어민주당,second
4816,2020-06-11,박덕흠,second
4817,2020-06-11,더불어민주당,second
4821,2020-06-11,더불어민주당,second
4824,2020-07-09,행정안전부,second
4825,2020-07-09,더불어민주당,second
4834,2020-07-09,행정안전부,second
4856,2020-08-05,국민권익위원회,second
4856,2020-08-05,정무위원회,second
4856,2020-08-05,정무위원회,second
4858,2020-08-05,정무위원회,second
4858,2020-08-05,정무위원회,second
4859,2020-08-05,국민권익위원회,second
4874,2020-08-05,국민권익위원회,second
4876,2020-08-05,국민권익위원회,second
4879,2020-08-05,참여연대,second
4879,2020-08-05,국토교통위원회,second
4881,2020-08-13,손혜원,second
4882,2020-08-13,손혜원,second
4884,2020-08-14,손혜원,second
4892,2020-09-06,박덕흠,second
4892,2020-09-06,국민권익위원회,second
4893,2020-09-06,손혜원,second
4893,2020-09-06,더불어민주당,second
4917,2020-09-14,전현희,second
4917,2020-09-14,국민권익위원회,second
4917,2020-09-14,추미애,second
4917,2020-09-14,법무부,second
4918,2020-09-14,국민권익위원회,second
4918,2020-09-14,추미애,second
4918,2020-09-14,법무부,second
4918,2020-09-14,국민권익위원회,second
4921,2020-09-14,법무부,second
4922,2020-09-14,국민권익위원회,second
4922,2020-09-14,법무부,second
4923,2020-09-14,법무부,second
4926,2020-09-14,국민권익위원회,second
4927,2020-09-14,법무부,second
4929,2020-09-14,국민권익위원회,second
4931,2020-09-14,법무부,second
4933,2020-09-14,법무부,second
4937,2020-09-14,법무부,second
4950,2020-09-14,국민권익위원회,second
4951,2020-09-14,국민권익위원회,second
4951,2020-09-14,국민권익위원회,second
4968,2020-09-14,정무위원회,second
4968,2020-09-14,정무위원회,second
4968,2020-09-14,국민권익위원회,second
4969,2020-09-14,국민권익위원회,second
4971,2020-09-14,국민권익위원회,second
4973,2020-09-14,국민권익위원회,second
4974,2020-09-14,국민권익위원회,second
4978,2020-09-14,국민권익위원회,second
4980,2020-09-14,국민권익위원회,second
4985,2020-09-14,국민권익위원회,second
4986,2020-09-14,국민권익위원회,second
4989,2020-09-14,국민권익위원회,second
4993,2020-09-18,국민의힘,second
4993,2020-09-18,박덕흠,second
4993,2020-09-18,국토교통위원회,second
4993,2020-09-18,국토교통부,second
5010,2020-09-18,국민의힘,second
5012,2020-09-19,박덕흠,second
5012,2020-09-19,국민의힘,second
5013,2020-09-19,박덕흠,second
5013,2020-09-19,국민의힘,second
5013,2020-09-19,국토교통부,second
5014,2020-09-19,더불어민주당,second
5015,2020-09-19,손혜원,second
5015,2020-09-19,더불어민주당,second
5019,2020-09-19,국민의힘,second
5019,2020-09-19,정무위원회,second
5019,2020-09-19,정무위원회,second
5019,2020-09-19,더불어민주당,second
5020,2020-09-19,추미애,second
5020,2020-09-19,법무부,second
5027,2020-09-19,참여연대,second
5029,2020-09-19,국토교통위원회,second
5029,2020-09-19,국민의힘,second
5029,2020-09-19,박덕흠,second
5031,2020-09-19,국토교통위원회,second
5031,2020-09-19,국민의힘,second
5031,2020-09-19,박덕흠,second
5031,2020-09-19,국토교통부,second
5032,2020-09-19,정무위원회,second
5032,2020-09-19,정무위원회,second
5034,2020-09-19,정의당,second
5035,2020-09-19,정의당,second
5036,2020-09-19,더불어민주당,second
5037,2020-09-19,손혜원,second
5046,2020-09-21,박덕흠,second
5046,2020-09-21,국민의힘,second
5049,2020-09-21,국토교통부,second
5061,2020-09-21,국민의힘,second
5064,2020-09-21,더불어민주당,second
5071,2020-09-21,정무위원회,second
5071,2020-09-21,정무위원회,second
5071,2020-09-21,자유한국당,second
5073,2020-09-21,김용태,second
5076,2020-09-21,주호영,second
5076,2020-09-21,국민의힘,second
5078,2020-09-21,더불어민주당,second
5082,2020-09-21,국민권익위원회,second
5087,2020-09-21,박덕흠,second
5091,2020-09-21,국민의힘,second
5091,2020-09-21,국민의힘,second
5091,2020-09-21,박덕흠,second
5092,2020-09-21,국민의힘,second
5092,2020-09-21,박덕흠,second
5093,2020-09-21,더불어민주당,second
5094,2020-09-21,국민의힘,second
5096,2020-09-21,더불어민주당,second
5101,2020-09-21,더불어민주당,second
5102,2020-09-21,신동근,second
5102,2020-09-21,국민의힘,second
5103,2020-09-21,국민의힘,second
5103,2020-09-21,추미애,second
5103,2020-09-21,법무부,second
5103,2020-09-21,국민의힘,second
5104,2020-09-21,더불어민주당,second
5104,2020-09-21,이낙연,second
5105,2020-09-21,국민의힘,second
5106,2020-09-21,국민의힘,second
5107,2020-09-21,더불어민주당,second
5113,2020-09-21,박덕흠,second
5113,2020-09-21,국민의힘,second
5114,2020-09-21,박덕흠,second
5114,2020-09-21,국민의힘,second
5120,2020-09-21,더불어민주당,second
5120,2020-09-21,국민권익위원회,second
5122,2020-09-21,국민권익위원회,second
5131,2020-09-21,손혜원,second
5132,2020-09-21,국민권익위원회,second
5135,2020-09-21,정의당,second
5135,2020-09-21,국민의힘,second
5135,2020-09-21,박덕흠,second
5135,2020-09-21,더불어민주당,second
5135,2020-09-21,이낙연,second
5136,2020-09-21,박덕흠,second
5136,2020-09-21,국민의힘,second
5137,2020-09-21,더불어민주당,second
5138,2020-09-21,더불어민주당,second
5139,2020-09-21,국민의힘,second
5139,2020-09-21,박덕흠,second
5140,2020-09-21,최인호,second
5140,2020-09-21,더불어민주당,second
5141,2020-09-21,국민의힘,second
5141,2020-09-21,박덕흠,second
5145,2020-09-21,박덕흠,second
5145,2020-09-21,국민의힘,second
5146,2020-09-21,국토교통위원회,second
5146,2020-09-21,국토교통부,second
5155,2020-09-21,손혜원,second
5155,2020-09-21,더불어민주당,second
5158,2020-09-21,국민의힘,second
5167,2020-09-22,더불어민주당,second
5172,2020-09-23,국민의힘,second
5172,2020-09-23,더불어민주당,second
5173,2020-09-23,법무부,second
5173,2020-09-23,추미애,second
5173,2020-09-23,법무부,second
5173,2020-09-23,박덕흠,second
5173,2020-09-23,국민의힘,second
5175,2020-09-23,더불어민주당,second
5175,2020-09-23,신동근,second
5177,2020-09-23,더불어민주당,second
5180,2020-09-23,주호영,second
5180,2020-09-23,국민의힘,second
5181,2020-09-23,국민의힘,second
5182,2020-09-23,국민의힘,second
5183,2020-09-23,김용태,second
5190,2020-09-23,더불어민주당,second
5192,2020-09-23,국민의힘,second
5192,2020-09-23,박덕흠,second
5192,2020-09-23,더불어민주당,second
5193,2020-09-23,국민의힘,second
5195,2020-09-23,더불어민주당,second
5195,2020-09-23,신동근,second
5196,2020-09-23,국민의힘,second
5196,2020-09-23,박덕흠,second
5197,2020-09-23,더불어민주당,second
5198,2020-09-23,더불어민주당,second
5198,2020-09-23,국민의힘,second
5198,2020-09-23,정무위원회,second
5198,2020-09-23,정무위원회,second
5198,2020-09-23,국민의힘,second
5199,2020-09-23,국민의힘,second
5200,2020-09-23,더불어민주당,second
5201,2020-09-23,국민의힘,second
5205,2020-09-23,더불어민주당,second
5205,2020-09-23,국민의힘,second
5205,2020-09-23,법제사법위원회,second
5205,2020-09-23,추미애,second
5205,2020-09-23,법무부,second
5207,2020-09-23,추미애,second
5207,2020-09-23,법무부,second
5207,2020-09-23,박덕흠,second
5207,2020-09-23,국민의힘,second
5213,2020-09-23,더불어민주당,second
5214,2020-09-23,국민의힘,second
5214,2020-09-23,주호영,second
5215,2020-09-23,정무위원회,second
5215,2020-09-23,정무위원회,second
5215,2020-09-23,국민권익위원회,second
5220,2020-09-23,국민의힘,second
5220,2020-09-23,박덕흠,second
5220,2020-09-23,국토교통위원회,second
5222,2020-09-23,국민권익위원회,second
5227,2020-09-24,박덕흠,second
5227,2020-09-24,추미애,second
5227,2020-09-24,국민의당,second
5227,2020-09-24,국민의힘,second
5227,2020-09-24,주호영,second
5227,2020-09-24,국민의힘,second
5228,2020-09-24,국민의힘,second
5228,2020-09-24,박덕흠,second
5229,2020-09-24,주호영,second
5231,2020-09-24,국민의힘,second
5231,2020-09-24,더불어민주당,second
5231,2020-09-24,추미애,second
5231,2020-09-24,법무부,second
5232,2020-09-24,국민의당,second
5232,2020-09-24,안철수,second
5233,2020-09-24,국민의힘,second
5233,2020-09-24,국민의당,second
5237,2020-09-24,국민의힘,second
5238,2020-09-24,법무부,second
5240,2020-09-24,국민의힘,second
5241,2020-09-24,국민의힘,second
5241,2020-09-24,국민의힘,second
5246,2020-09-28,전현희,second
5246,2020-09-28,국민권익위원회,second
5247,2020-09-28,전현희,second
5247,2020-09-28,국민권익위원회,second
5249,2020-09-28,더불어민주당,second
5267,2020-09-28,국민권익위원회,second
5269,2020-09-28,전현희,second
5269,2020-09-28,국민권익위원회,second
5279,2020-09-29,전현희,second
5279,2020-09-29,국민권익위원회,second
5280,2020-09-29,국민권익위원회,second
5285,2020-09-29,국민권익위원회,second
5286,2020-09-29,국민권익위원회,second
5288,2020-09-29,정의당,second
5288,2020-09-29,더불어민주당,second
5288,2020-09-29,국민의힘,second
5289,2020-09-29,정의당,second
5292,2020-10-06,더불어민주당,second
5292,2020-10-06,법제사법위원회,second
5293,2020-10-06,법제사법위원회,second
5293,2020-10-06,국민의힘,second
5294,2020-10-06,더불어민주당,second
5295,2020-10-06,국민의힘,second
5299,2020-10-06,국민의힘,second
5302,2020-10-08,검찰총장,second
5311,2020-10-08,법무부,second
5320,2020-10-16,정무위원회,second
5320,2020-10-16,정무위원회,second
5320,2020-10-16,추미애,second
5320,2020-10-16,국민권익위원회,second
5320,2020-10-16,검찰총장,second
5322,2020-10-16,더불어민주당,second
5323,2020-10-16,국민권익위원회,second
5325,2020-10-16,국민권익위원회,second
5326,2020-10-16,국민권익위원회,second
5326,2020-10-16,법무부,second
5327,2020-10-16,법무부,second
5328,2020-10-16,성일종,second
5328,2020-10-16,국민의힘,second
5328,2020-10-16,국민권익위원회,second
5333,2020-10-19,더불어민주당,second
5337,2020-11-03,박덕흠,second
5339,2020-11-03,박덕흠,second
5341,2020-11-03,국토교통부,second
5343,2020-11-03,법안심사소위원회,second
5359,2020-11-18,손혜원,second
5364,2020-11-25,박덕흠,second
5365,2020-11-25,박덕흠,second
5366,2020-11-25,더불어민주당,second
5366,2020-11-25,이낙연,second
5367,2020-11-25,더불어민주당,second
5369,2020-11-25,정무위원회,second
5369,2020-11-25,정무위원회,second
5371,2020-11-25,더불어민주당,second
5371,2020-11-25,김병욱,second
5372,2020-11-25,국민의힘,second
5372,2020-11-25,성일종,second
5384,2020-11-27,문재인,second
5384,2020-11-27,더불어민주당,second
5400,2020-11-27,더불어민주당,second
5406,2020-11-29,더불어민주당,second
5406,2020-11-29,정무위원회,second
5406,2020-11-29,정무위원회,second
5407,2020-11-29,법제사법위원회,second
5409,2020-11-29,정무위원회,second
5409,2020-11-29,정무위원회,second
5409,2020-11-29,국민의힘,second
5410,2020-11-29,박병석,second
5413,2020-11-29,박병석,second
5414,2020-11-29,박덕흠,second
5418,2020-11-30,법제사법위원회,second
5419,2020-11-30,법제사법위원회,second
5420,2020-11-30,박병석,second
5420,2020-11-30,법제사법위원회,second
5421,2020-11-30,법제사법위원회,second
5421,2020-11-30,법제사법위원회,second
5424,2020-11-30,법제사법위원회,second
5425,2020-11-30,법제사법위원회,second
5426,2020-11-30,법제사법위원회,second
5427,2020-11-30,법제사법위원회,second
5429,2020-11-30,법무부,second
5430,2020-11-30,국민의힘,second
5432,2020-12-01,법무부,second
5432,2020-12-01,법제사법위원회,second
5432,2020-12-01,법제사법위원회,second
5433,2020-12-01,법제사법위원회,second
5433,2020-12-01,법제사법위원회,second
5434,2020-12-01,법제사법위원회,second
5435,2020-12-01,더불어민주당,second
5435,2020-12-01,국민의힘,second
5436,2020-12-01,국민의힘,second
5438,2020-12-01,박병석,second
5441,2020-12-01,법제사법위원회,second
5441,2020-12-01,법제사법위원회,second
5442,2020-12-01,박병석,second
5442,2020-12-01,국토교통위원회,second
5442,2020-12-01,법제사법위원회,second
5445,2020-12-01,법제사법위원회,second
5445,2020-12-01,법제사법위원회,second
5449,2020-12-01,박덕흠,second
5449,2020-12-01,주호영,second
5449,2020-12-01,국민의힘,second
5450,2020-12-01,김태년,second
5450,2020-12-01,더불어민주당,second
5451,2020-12-01,더불어민주당,second
5452,2020-12-01,더불어민주당,second
5455,2020-12-01,더불어민주당,second
5457,2020-12-01,주호영,second
5458,2020-12-01,더불어민주당,second
5458,2020-12-01,국민의힘,second
5459,2020-12-01,국민의힘,second
5467,2020-12-02,법무부,second
5467,2020-12-02,법제사법위원회,second
5468,2020-12-02,박병석,second
5468,2020-12-02,법제사법위원회,second
5468,2020-12-02,법제사법위원회,second
5469,2020-12-02,법제사법위원회,second
5470,2020-12-02,법제사법위원회,second
5471,2020-12-02,검찰총장,second
5473,2020-12-02,법제사법위원회,second
5474,2020-12-02,박덕흠,second
5474,2020-12-02,국토교통위원회,second
5474,2020-12-02,국민의힘,second
5475,2020-12-02,법제사법위원회,second
5476,2020-12-02,법제사법위원회,second
5478,2020-12-02,법제사법위원회,second
5479,2020-12-02,법제사법위원회,second
5480,2020-12-02,법제사법위원회,second
5481,2020-12-02,법제사법위원회,second
5482,2020-12-02,법무부,second
5484,2020-12-02,검찰총장,second
5485,2020-12-02,법제사법위원회,second
5487,2020-12-02,법제사법위원회,second
5488,2020-12-02,박병석,second
5489,2020-12-02,법제사법위원회,second
5490,2020-12-02,법제사법위원회,second
5492,2020-12-02,법제사법위원회,second
5493,2020-12-02,법제사법위원회,second
5494,2020-12-02,법제사법위원회,second
5495,2020-12-02,법제사법위원회,second
5497,2020-12-02,법제사법위원회,second
5498,2020-12-02,법제사법위원회,second
5499,2020-12-04,검찰총장,second
5499,2020-12-04,문재인,second
5503,2020-12-04,법무부,second
5506,2020-12-04,청와대,second
5508,2020-12-04,법무부,second
5524,2020-12-04,청와대,second
5524,2020-12-04,검찰총장,second
5527,2020-12-09,더불어민주당,second
5527,2020-12-09,이낙연,second
5552,2020-12-09,더불어민주당,second
5553,2020-12-09,더불어민주당,second
5553,2020-12-09,손혜원,second
5568,2020-12-21,더불어민주당,second
5568,2020-12-21,신동근,second
5569,2020-12-21,더불어민주당,second
5571,2020-12-22,더불어민주당,second
5571,2020-12-22,신동근,second
5572,2020-12-22,더불어민주당,second
5578,2020-12-22,국토교통위원회,second
5578,2020-12-22,박덕흠,second
5579,2020-12-22,손혜원,second
5580,2020-12-22,법제사법위원회,second
5581,2020-12-22,법무부,second
5581,2020-12-22,국민의힘,second
5589,2020-12-25,법제사법위원회,second
5602,2020-12-29,헌법재판소,second
5603,2020-12-29,문재인,second
5603,2020-12-29,법무부,second
5605,2020-12-29,헌법재판소,second
5612,2020-12-29,문재인,second
5612,2020-12-29,문재인,second
5612,2020-12-29,검찰총장,second
5613,2020-12-29,국민권익위원회,second
5614,2020-12-29,법무부,second
5615,2020-12-29,문재인,second
5617,2021-02-09,더불어민주당,second
5617,2021-02-09,신동근,second
5619,2021-02-09,더불어민주당,second
5625,2021-02-09,더불어민주당,second
5626,2021-02-09,국민의힘,second
5626,2021-02-09,정의당,second
5627,2021-02-09,국민의힘,second
5628,2021-02-09,더불어민주당,second
5641,2021-02-09,더불어민주당,second
5644,2021-02-10,이낙연,second
5644,2021-02-10,더불어민주당,second
5645,2021-02-10,신동근,second
5645,2021-02-10,더불어민주당,second
5646,2021-02-10,박덕흠,second
5646,2021-02-10,최인호,second
5647,2021-02-10,신동근,second
5649,2021-02-10,더불어민주당,second
5649,2021-02-10,국민의힘,second
5649,2021-02-10,국민의힘,second
5654,2021-02-22,더불어민주당,second
5654,2021-02-22,국민의힘,second
5654,2021-02-22,박덕흠,second
5654,2021-02-22,더불어민주당,second
5657,2021-02-22,더불어민주당,second
5657,2021-02-22,국민의힘,second
5658,2021-02-22,박병석,second
5666,2021-02-22,더불어민주당,second
5669,2021-02-22,국민의힘,second
5678,2021-02-25,박덕흠,second
5678,2021-02-25,국민의힘,second
5689,2021-03-02,정무위원회,second
5689,2021-03-02,정무위원회,second
5689,2021-03-02,국민권익위원회,second
5695,2021-03-02,국민권익위원회,second
5702,2021-03-02,참여연대,second
5702,2021-03-02,정무위원회,second
5702,2021-03-02,정무위원회,second
5702,2021-03-02,더불어민주당,second
5702,2021-03-02,국민의힘,second
5704,2021-03-02,참여연대,second
5704,2021-03-02,문재인,second
5705,2021-03-02,문재인,second
5706,2021-03-02,참여연대,second
5708,2021-03-02,참여연대,second
5711,2021-03-02,참여연대,second
5711,2021-03-02,참여연대,second
5712,2021-03-02,참여연대,second
5715,2021-03-02,참여연대,second
5716,2021-03-02,참여연대,second
5720,2021-03-02,참여연대,second
5729,2021-03-02,참여연대,second
5730,2021-03-02,참여연대,second
5734,2021-03-02,참여연대,second
5734,2021-03-02,참여연대,second
5734,2021-03-02,참여연대,second
5736,2021-03-02,국토교통부,second
5738,2021-03-02,참여연대,second
5738,2021-03-02,국토교통부,second
5740,2021-03-02,참여연대,second
5744,2021-03-02,참여연대,second
5745,2021-03-02,참여연대,second
5748,2021-03-02,참여연대,second
5750,2021-03-02,참여연대,second
5756,2021-03-02,참여연대,second
5761,2021-03-02,참여연대,second
5775,2021-03-03,참여연대,second
5778,2021-03-03,국토교통부,second
5779,2021-03-03,정세균,second
5781,2021-03-03,문재인,second
5782,2021-03-03,참여연대,second
5782,2021-03-03,참여연대,second
5798,2021-03-03,참여연대,second
5801,2021-03-03,참여연대,second
5802,2021-03-03,참여연대,second
5807,2021-03-03,참여연대,second
5807,2021-03-03,참여연대,second
5810,2021-03-03,국토교통부,second
5811,2021-03-03,참여연대,second
5811,2021-03-03,참여연대,second
5817,2021-03-03,참여연대,second
5819,2021-03-03,정세균,second
5824,2021-03-03,더불어민주당,second
5827,2021-03-03,법안심사소위원회,second
5828,2021-03-03,이낙연,second
5828,2021-03-03,더불어민주당,second
5828,2021-03-03,주호영,second
5828,2021-03-03,국민의힘,second
5829,2021-03-03,더불어민주당,second
5830,2021-03-03,국민의힘,second
5830,2021-03-03,박덕흠,second
5831,2021-03-03,손혜원,second
5832,2021-03-03,국민권익위원회,second
5846,2021-03-05,참여연대,second
5859,2021-03-05,참여연대,second
5862,2021-03-05,참여연대,second
5862,2021-03-05,참여연대,second
5887,2021-03-05,참여연대,second
5891,2021-03-05,문재인,second
5893,2021-03-05,국토교통부,second
5910,2021-03-05,국토교통부,second
5914,2021-03-08,국토교통부,second
5931,2021-03-09,국토교통부,second
5933,2021-03-09,더불어민주당,second
5938,2021-03-09,더불어민주당,second
5939,2021-03-09,자유한국당,second
5954,2021-03-09,더불어민주당,second
5954,2021-03-09,주호영,second
5954,2021-03-09,국민의힘,second
5963,2021-03-09,손혜원,second
5963,2021-03-09,박덕흠,second
5964,2021-03-09,더불어민주당,second
5965,2021-03-09,국민의힘,second
5965,2021-03-09,더불어민주당,second
5966,2021-03-09,더불어민주당,second
5967,2021-03-09,김태년,second
5968,2021-03-09,더불어민주당,second
5968,2021-03-09,정무위원회,second
5968,2021-03-09,정무위원회,second
5970,2021-03-09,더불어민주당,second
5971,2021-03-09,국민의힘,second
5974,2021-03-09,더불어민주당,second
5975,2021-03-09,더불어민주당,second
5975,2021-03-09,정무위원회,second
5975,2021-03-09,정무위원회,second
5975,2021-03-09,법안심사소위원회,second
5979,2021-03-09,국토교통부,second
5980,2021-03-09,국토교통부,second
5986,2021-03-09,정의당,second
5987,2021-03-09,더불어민주당,second
5990,2021-03-09,국민의힘,second
5992,2021-03-09,더불어민주당,second
5996,2021-03-09,국민의힘,second
6001,2021-03-09,국민의힘,second
6001,2021-03-09,더불어민주당,second
6002,2021-03-09,더불어민주당,second
6011,2021-03-10,더불어민주당,second
6011,2021-03-10,더불어민주당,second
6011,2021-03-10,법제사법위원회,second
6015,2021-03-10,문재인,second
6015,2021-03-10,청와대,second
6015,2021-03-10,더불어민주당,second
6016,2021-03-10,문재인,second
6018,2021-03-10,더불어민주당,second
6020,2021-03-10,청와대,second
6023,2021-03-10,더불어민주당,second
6023,2021-03-10,청와대,second
6027,2021-03-10,김태년,second
6027,2021-03-10,문재인,second
6027,2021-03-10,청와대,second
6027,2021-03-10,더불어민주당,second
6028,2021-03-10,문재인,second
6029,2021-03-10,더불어민주당,second
6032,2021-03-10,더불어민주당,second
6032,2021-03-10,김태년,second
6038,2021-03-10,청와대,second
6044,2021-03-10,더불어민주당,second
6046,2021-03-10,더불어민주당,second
6048,2021-03-10,더불어민주당,second
6050,2021-03-10,국민의힘,second
6050,2021-03-10,청와대,second
6050,2021-03-10,문재인,second
6050,2021-03-10,청와대,second
6050,2021-03-10,더불어민주당,second
6054,2021-03-10,손혜원,second
6054,2021-03-10,박덕흠,second
6054,2021-03-10,국민의힘,second
6055,2021-03-10,정무위원회,second
6055,2021-03-10,정무위원회,second
6059,2021-03-10,정무위원회,second
6059,2021-03-10,정무위원회,second
6059,2021-03-10,국민의힘,second
6067,2021-03-10,문재인,second
6070,2021-03-10,정세균,second
6082,2021-03-10,국토교통부,second
6086,2021-03-11,문재인,second
6086,2021-03-11,청와대,second
6086,2021-03-11,더불어민주당,second
6088,2021-03-11,더불어민주당,second
6090,2021-03-11,김태년,second
6090,2021-03-11,더불어민주당,second
6090,2021-03-11,청와대,second
6092,2021-03-11,더불어민주당,second
6095,2021-03-11,문재인,second
6095,2021-03-11,청와대,second
6095,2021-03-11,더불어민주당,second
6095,2021-03-11,김태년,second
6098,2021-03-11,더불어민주당,second
6100,2021-03-11,더불어민주당,second
6101,2021-03-11,정무위원회,second
6101,2021-03-11,정무위원회,second
6102,2021-03-11,더불어민주당,second
6104,2021-03-11,정세균,second
6105,2021-03-11,검찰총장,second
6105,2021-03-11,법무부,second
6105,2021-03-11,행정안전부,second
6107,2021-03-11,더불어민주당,second
6107,2021-03-11,김태년,second
6108,2021-03-11,정세균,second
6109,2021-03-11,문재인,second
6109,2021-03-11,청와대,second
6123,2021-03-11,국토교통부,second
6149,2021-03-11,문재인,second
6149,2021-03-11,청와대,second
6149,2021-03-11,더불어민주당,second
6150,2021-03-11,이낙연,second
6150,2021-03-11,김태년,second
6151,2021-03-11,문재인,second
6153,2021-03-11,청와대,second
6153,2021-03-11,더불어민주당,second
6168,2021-03-11,국민권익위원회,second
6170,2021-03-11,참여연대,second
6170,2021-03-11,더불어민주당,second
6170,2021-03-11,국민의힘,second
6171,2021-03-11,문재인,second
6171,2021-03-11,청와대,second
6171,2021-03-11,더불어민주당,second
6172,2021-03-11,더불어민주당,second
6173,2021-03-11,김태년,second
6173,2021-03-11,더불어민주당,second
6178,2021-03-11,문재인,second
6179,2021-03-11,김태년,second
6179,2021-03-11,더불어민주당,second
6182,2021-03-11,더불어민주당,second
6184,2021-03-11,박덕흠,second
6190,2021-03-11,정의당,second
6191,2021-03-11,김태년,second
6191,2021-03-11,김태년,second
6191,2021-03-11,더불어민주당,second
6196,2021-03-11,김태년,second
6196,2021-03-11,문재인,second
6196,2021-03-11,청와대,second
6196,2021-03-11,더불어민주당,second
6197,2021-03-11,문재인,second
6198,2021-03-11,더불어민주당,second
6201,2021-03-11,더불어민주당,second
6201,2021-03-11,김태년,second
6208,2021-03-11,청와대,second
6213,2021-03-11,더불어민주당,second
6215,2021-03-11,더불어민주당,second
6217,2021-03-11,더불어민주당,second
6223,2021-03-11,더불어민주당,second
6228,2021-03-11,참여연대,second
6236,2021-03-12,김태년,second
6236,2021-03-12,더불어민주당,second
6236,2021-03-12,김태년,second
6237,2021-03-12,국민의힘,second
6237,2021-03-12,더불어민주당,second
6240,2021-03-12,국민의힘,second
6242,2021-03-12,더불어민주당,second
6242,2021-03-12,김태년,second
6242,2021-03-12,국민의힘,second
6243,2021-03-12,더불어민주당,second
6244,2021-03-12,국민의힘,second
6244,2021-03-12,더불어민주당,second
6262,2021-03-12,더불어민주당,second
6262,2021-03-12,김태년,second
6262,2021-03-12,더불어민주당,second
6263,2021-03-12,더불어민주당,second
6264,2021-03-12,국민의힘,second
6265,2021-03-12,더불어민주당,second
6265,2021-03-12,김태년,second
6266,2021-03-12,박영선,second
6266,2021-03-12,더불어민주당,second
6266,2021-03-12,김태년,second
6268,2021-03-12,더불어민주당,second
6270,2021-03-12,더불어민주당,second
6272,2021-03-12,국민의힘,second
6274,2021-03-12,청와대,second
6275,2021-03-12,국민의힘,second
6276,2021-03-12,주호영,second
6276,2021-03-12,국민의힘,second
6278,2021-03-12,국민의힘,second
6278,2021-03-12,더불어민주당,second
6278,2021-03-12,더불어민주당,second
6279,2021-03-12,주호영,second
6280,2021-03-12,더불어민주당,second
6280,2021-03-12,더불어민주당,second
6281,2021-03-12,정의당,second
6282,2021-03-12,정의당,second
6282,2021-03-12,박영선,second
6282,2021-03-12,더불어민주당,second
6282,2021-03-12,박영선,second
6284,2021-03-12,정의당,second
6294,2021-03-13,문재인,second
6296,2021-03-13,더불어민주당,second
6296,2021-03-13,김태년,second
6296,2021-03-13,박영선,second
6296,2021-03-13,주호영,second
6297,2021-03-13,국민의힘,second
6299,2021-03-13,국민의힘,second
6299,2021-03-13,오세훈,second
6300,2021-03-13,더불어민주당,second
6300,2021-03-13,더불어민주당,second
6302,2021-03-13,문재인,second
6303,2021-03-13,더불어민주당,second
6304,2021-03-13,더불어민주당,second
6304,2021-03-13,법무부,second
6313,2021-03-14,이낙연,second
6315,2021-03-15,정세균,second
6316,2021-03-15,국토교통부,second
6317,2021-03-15,정세균,second
6327,2021-03-15,정세균,second
6328,2021-03-15,국토교통부,second
6332,2021-03-15,참여연대,second
6337,2021-03-15,국토교통부,second
6337,2021-03-15,정세균,second
6341,2021-03-15,국민의힘,second
6341,2021-03-15,문재인,second
6345,2021-03-15,더불어민주당,second
6346,2021-03-15,국토교통부,second
6347,2021-03-15,더불어민주당,second
6352,2021-03-15,더불어민주당,second
6353,2021-03-15,청와대,second
6355,2021-03-15,더불어민주당,second
6358,2021-03-15,참여연대,second
6358,2021-03-15,김태년,second
6360,2021-03-15,박영선,second
