topic,term,beta
6,심리,1.4404705591887303e-24
7,심리,8.316566329142668e-166
8,심리,3.4287264891042897e-136
9,심리,1.2354030230677082e-158
1,자유,3.5009071681464175e-10
2,자유,2.6819343918651817e-4
3,자유,1.1493290632948878e-4
4,자유,6.642559608037045e-4
5,자유,0.0016731684578600117
6,자유,2.0244214835175465e-4
7,자유,3.787610520082435e-4
8,자유,6.019863627470903e-13
9,자유,6.915443509404513e-4
1,그것,2.0295538561743614e-18
2,그것,1.888606712926219e-13
3,그것,5.396185427403431e-4
4,그것,4.8379424550316593e-4
5,그것,5.857223093646956e-4
6,그것,3.453303584105178e-4
7,그것,6.534383397489522e-22
8,그것,1.124022726977397e-29
9,그것,5.599559616198538e-4
1,고충,1.2394338347681966e-4
2,고충,7.721613095473193e-24
3,고충,1.4955568253458282e-169
4,고충,1.497597409890259e-14
5,고충,0.0014354898493549244
6,고충,2.8888474924792027e-8
7,고충,4.708176414656292e-159
8,고충,2.2300794494777344e-35
9,고충,1.2284404584962856e-4
1,공짜,5.580219404689938e-123
2,공짜,1.120524462318737e-178
3,공짜,2.0463651214202005e-50
4,공짜,5.377143966918699e-7
5,공짜,1.853401981269562e-4
6,공짜,4.955697676820429e-4
7,공짜,7.026095468270637e-179
8,공짜,2.29746485337225e-175
9,공짜,4.200263544183667e-166
1,반박,6.269869107205091e-14
2,반박,1.1805436535232559e-23
3,반박,2.6250029079644575e-17
4,반박,0.0011507308345013306
5,반박,4.914987298157482e-4
6,반박,6.577084754517602e-8
7,반박,1.3873993887580715e-4
8,반박,5.431348054580201e-4
9,반박,4.432261725153832e-11
1,불고지죄,1.1081493341732974e-36
2,불고지죄,1.7006601937271542e-32
3,불고지죄,3.398912950593432e-187
4,불고지죄,5.623628447851248e-184
5,불고지죄,5.418565043542277e-4
6,불고지죄,2.9336049481887987e-28
7,불고지죄,5.76791817963906e-188
8,불고지죄,3.806975611184534e-135
9,불고지죄,5.280875922140316e-184
1,선거법,2.823858016912902e-179
2,선거법,2.665385955593906e-31
3,선거법,1.415746677494111e-42
4,선거법,2.8688878051329685e-4
5,선거법,1.7880225519713365e-4
6,선거법,1.725055077318674e-51
7,선거법,3.823753542748702e-179
8,선거법,3.778722997266754e-4
9,선거법,1.4983504614392603e-177
1,언론사,1.981609266194014e-27
2,언론사,2.750346558875121e-23
3,언론사,1.1631778197633428e-7
4,언론사,2.3328657143749143e-4
5,언론사,0.0019129753176514934
6,언론사,1.0554534650819654e-8
7,언론사,1.4700229097096825e-92
8,언론사,3.5758271604431056e-5
9,언론사,1.300752587583747e-4
1,추가,8.714028553726683e-4
2,추가,8.340887322880148e-4
3,추가,4.365705534604633e-4
4,추가,2.3420471067688e-4
5,추가,0.0022431113329129644
6,추가,3.6991133445630434e-4
7,추가,6.866667716833168e-4
8,추가,9.056010186490603e-16
9,추가,1.4664944070510714e-15
1,판례,1.0409758763168548e-24
2,판례,4.2383896062740897e-184
3,판례,1.285036441967815e-173
4,판례,7.585958341106409e-179
5,판례,4.5154700213149193e-4
6,판례,9.883165263807921e-60
7,판례,2.6147373355984557e-183
8,판례,3.0253497028488305e-134
9,판례,1.1078005459026206e-10
1,여론조사,1.1048542833098243e-15
2,여론조사,1.0283018599119181e-4
3,여론조사,1.7503001997459526e-4
4,여론조사,1.6727393697288485e-36
5,여론조사,3.260809021614561e-4
6,여론조사,8.796910553894281e-4
7,여론조사,1.3502936458211447e-19
8,여론조사,4.812919015739008e-165
9,여론조사,2.4861572415173925e-12
1,위배,1.0332560893322602e-11
2,위배,7.665194401138814e-41
3,위배,4.89287837857166e-25
4,위배,6.138772872823866e-4
5,위배,4.8130858620226794e-4
6,위배,7.112790039523833e-18
7,위배,3.734545044424624e-4
8,위배,6.178095105495178e-164
9,위배,1.2761304444160097e-21
1,회견,1.0930002216799814e-4
2,회견,3.4230211331546677e-4
3,회견,2.7954993764197035e-5
4,회견,0.0015331415087410096
5,회견,3.8132396329519647e-4
6,회견,6.175662820572935e-9
7,회견,0.00201313894554087
8,회견,0.0010070702520791446
9,회견,1.282075452855256e-4
1,남용,3.4891917363732305e-4
2,남용,0.0012918352556156101
3,남용,1.9652761695769814e-4
4,남용,0.0012505900603165937
5,남용,9.51704401235724e-4
6,남용,1.1381908674713592e-17
7,남용,3.7476164343081266e-9
8,남용,4.3784529666041187e-10
9,남용,5.320830278715559e-4
1,무관,7.199251813550351e-4
2,무관,2.485381996595368e-9
3,무관,5.60321703114587e-4
4,무관,1.3440736427645603e-7
5,무관,8.029476310736664e-4
6,무관,5.781615115934221e-25
7,무관,2.8908259063227098e-11
8,무관,1.7457919150363167e-4
9,무관,2.6074387345804067e-4
1,아쉬움,2.627064562766137e-142
2,아쉬움,1.3092636795343287e-4
3,아쉬움,3.2509218668264745e-157
4,아쉬움,1.0745763085505293e-22
5,아쉬움,3.8166255832797376e-4
6,아쉬움,4.2089741541574406e-4
7,아쉬움,7.695643330487952e-11
8,아쉬움,3.314422371276939e-169
9,아쉬움,6.623609685793993e-11
1,장치,4.6921866086591557e-4
2,장치,0.0010179040754885668
3,장치,7.283769235968899e-4
4,장치,1.9915393469858555e-4
5,장치,3.8737930553966413e-4
6,장치,7.123657416937625e-5
7,장치,3.06783575432541e-4
8,장치,4.8601255341051795e-4
9,장치,8.532561585418303e-4
1,본부장,4.6640631480523016e-4
2,본부장,1.3975234435333595e-187
3,본부장,9.05562730044136e-183
4,본부장,1.428470914597076e-184
5,본부장,1.2132904863501383e-188
6,본부장,1.544843068265686e-178
7,본부장,1.3832843882514826e-4
8,본부장,6.826613273260714e-177
9,본부장,8.754164989633392e-29
1,전제,4.4623735482752364e-4
2,전제,9.998569767410417e-27
3,전제,1.0337893573129126e-8
4,전제,1.546024444352211e-4
5,전제,1.6413024401906837e-4
6,전제,1.8534312915921805e-4
7,전제,5.5923817291505575e-11
8,전제,1.8079431824950935e-8
9,전제,2.658532887640741e-4
1,최종,3.161669500191987e-4
2,최종,9.527014041299847e-4
3,최종,5.798435366309302e-9
4,최종,8.039892868130959e-11
5,최종,5.504205486469701e-4
6,최종,4.815441188785495e-4
7,최종,6.467578859832304e-4
8,최종,6.334360882694001e-4
9,최종,3.259775498478723e-4
1,추적,2.4052035129564205e-4
2,추적,4.5441758581041303e-32
3,추적,9.284727090664454e-4
4,추적,8.0523086249030285e-168
5,추적,5.8982689561712476e-8
6,추적,2.0907237081370573e-8
7,추적,1.0616626186357438e-4
8,추적,1.063517420062519e-167
9,추적,1.085018619091039e-34
1,전보,0.0010494142083110553
2,전보,5.473973600752826e-177
3,전보,1.8348296302039625e-188
4,전보,4.4116400425473605e-187
5,전보,3.614735054509292e-192
6,전보,1.4149232794396132e-181
7,전보,2.847138567969939e-175
8,전보,4.659593514621518e-183
9,전보,1.0774794403457621e-184
1,고위공무원,3.9415550713332956e-4
2,고위공무원,2.1212570959480647e-15
3,고위공무원,1.0557174264162849e-161
4,고위공무원,1.0649370144828308e-19
5,고위공무원,1.0973211232447634e-120
6,고위공무원,2.7261473918904755e-4
7,고위공무원,8.105868598749727e-104
8,고위공무원,2.3813700353049057e-17
9,고위공무원,1.179351547454704e-4
1,자발적,5.548815561747762e-4
2,자발적,3.2232981392484413e-4
3,자발적,6.897464881134369e-31
4,자발적,4.44054084646003e-174
5,자발적,9.993946081785807e-5
6,자발적,2.4022592592685086e-145
7,자발적,6.32845084844863e-22
8,자발적,8.9655197685725e-26
9,자발적,1.2150158099617255e-13
1,아내,8.149475054516186e-38
2,아내,1.2264412931517375e-12
3,아내,3.641651106105187e-30
4,아내,2.8591549318860403e-83
5,아내,1.8061883370713074e-4
6,아내,1.34267793660842e-14
7,아내,2.5105407010035e-4
8,아내,2.0689296384220602e-4
9,아내,6.919093041989344e-173
1,인척,1.3426988219576152e-11
2,인척,1.8044759310122964e-9
3,인척,1.8205915305184993e-4
4,인척,4.366656919380628e-4
5,인척,6.711516405569375e-4
6,인척,2.0364322016083026e-32
7,인척,2.535311695672605e-5
8,인척,2.3584532666604216e-4
9,인척,2.161016147538289e-22
1,강제,0.0010838373307561135
2,강제,1.8890381558382737e-4
3,강제,9.36181998120752e-14
4,강제,1.8326924467653775e-14
5,강제,1.60453053401322e-4
6,강제,7.707226537082048e-12
7,강제,7.042342514585607e-4
8,강제,7.481090616576914e-18
9,강제,1.4251341257977248e-13
1,방법,3.8353915809469846e-7
2,방법,5.968033694680129e-6
3,방법,3.1302704084066696e-4
4,방법,2.185503426906232e-4
5,방법,5.4634443788123e-4
6,방법,8.55741987740179e-4
7,방법,2.1170565338474387e-4
8,방법,3.9302700995788654e-21
9,방법,7.997186633468298e-4
1,선진국,5.306432165948014e-4
2,선진국,3.4189092646228474e-21
3,선진국,1.1245788511950224e-11
4,선진국,8.273765872894611e-5
5,선진국,8.846153819078285e-4
6,선진국,5.273514684894329e-4
7,선진국,9.222454007266021e-166
8,선진국,3.7405961673496545e-15
9,선진국,0.0015314448132180175
1,자금,1.553979780510884e-32
2,자금,9.296654441931456e-179
3,자금,1.4335588659993422e-10
4,자금,1.7662623004261293e-22
5,자금,1.786559205169797e-15
6,자금,1.2923025087435857e-4
7,자금,7.273423722068523e-4
8,자금,3.334731550238118e-43
9,자금,3.507560412681886e-4
1,정치자금,4.020503245990069e-180
2,정치자금,2.0409425309451756e-32
3,정치자금,2.461388215794776e-19
4,정치자금,5.114819942364466e-4
5,정치자금,8.802912755293642e-16
6,정치자금,2.8130363581456087e-173
7,정치자금,1.4911445717952028e-39
8,정치자금,3.6405254455733976e-176
9,정치자금,4.353730277008839e-4
1,경쟁력,1.626643634437683e-162
2,경쟁력,1.0272180295887813e-26
3,경쟁력,1.585767282353455e-4
4,경쟁력,1.0922816218547974e-158
5,경쟁력,6.332652909315392e-7
6,경쟁력,5.15656531140126e-4
7,경쟁력,1.1648477162060428e-21
8,경쟁력,1.4932622737765622e-55
9,경쟁력,0.0010467676029786602
1,국무회의,0.0012159055351779041
2,국무회의,3.433068122550802e-4
3,국무회의,0.00212527553924856
4,국무회의,4.533260331256958e-16
5,국무회의,0.0011865434105328572
6,국무회의,3.190055520176476e-4
7,국무회의,2.083995339233282e-7
8,국무회의,1.3362102098996455e-148
9,국무회의,9.123188583462296e-6
1,드라이브,2.332029580811603e-4
2,드라이브,1.5881190897756313e-14
3,드라이브,1.72565431013097e-147
4,드라이브,2.044064884073119e-13
5,드라이브,2.8240945764902793e-10
6,드라이브,5.049546029434589e-4
7,드라이브,1.3296179265374436e-161
8,드라이브,1.009678065306948e-149
9,드라이브,3.5971997681011494e-14
1,거론,5.470537511150478e-13
2,거론,4.976336548612889e-4
3,거론,6.808539235829474e-4
4,거론,3.5483158448607435e-4
5,거론,1.0662991153305618e-40
6,거론,8.784993833402061e-4
7,거론,5.702572313646087e-4
8,거론,7.542732076620337e-15
9,거론,1.3767366575809032e-11
1,예상,2.0497779608829296e-4
2,예상,8.764215327728411e-4
3,예상,4.0598665411765994e-4
4,예상,8.658392598561405e-6
5,예상,0.001073926824413606
6,예상,7.01220510724116e-4
7,예상,5.405481281119235e-4
8,예상,2.179616414883357e-14
9,예상,2.4648128544870068e-8
1,의무화,0.0010564810957207319
2,의무화,6.943882009523999e-4
3,의무화,7.805626086905908e-4
4,의무화,3.674502095569794e-12
5,의무화,2.1437475873706962e-4
6,의무화,7.580141111181381e-5
7,의무화,7.503025973058419e-4
8,의무화,2.0775896654456175e-4
9,의무화,6.629827402919478e-5
1,일각,3.1953919309454515e-13
2,일각,8.769735244689011e-5
3,일각,8.784446937821909e-4
4,일각,1.8188607272052944e-4
5,일각,5.214297995890688e-4
6,일각,1.7232844661344346e-8
7,일각,5.004619542211038e-4
8,일각,6.082401520446409e-4
9,일각,5.021980540795181e-4
1,제동,4.265294059238653e-156
2,제동,7.189738723546831e-4
3,제동,4.2816222448950606e-13
4,제동,3.736193966968211e-19
5,제동,1.5486509252189632e-15
6,제동,9.700022095866574e-153
7,제동,6.87544946087823e-39
8,제동,1.4217518796924813e-6
9,제동,6.446654025059039e-54
1,개인,1.9763006695619636e-4
2,개인,8.788068990104653e-24
3,개인,2.0911089998630186e-8
4,개인,8.835965832179436e-4
5,개인,2.511056760619836e-4
6,개인,1.0452475458189415e-4
7,개인,3.7795507796207003e-25
8,개인,2.958236642402892e-4
9,개인,0.0012375736557275808
1,능력,4.344855672723691e-27
2,능력,1.82470226603482e-17
3,능력,5.48134325733265e-4
4,능력,2.919566266378595e-18
5,능력,2.559143079831378e-19
6,능력,6.777466580092423e-4
7,능력,5.599508349106627e-26
8,능력,3.513338599028598e-17
9,능력,6.28771090300942e-4
1,반면,2.5814905556849786e-13
2,반면,2.7968998981647212e-5
3,반면,9.49581650798834e-4
4,반면,5.277199287216861e-4
5,반면,3.2702936956703605e-4
6,반면,4.6001546741857903e-4
7,반면,4.563856180062856e-4
8,반면,1.1399530776591764e-12
9,반면,8.67044117651982e-4
1,변질,7.310098339832875e-11
2,변질,7.904150870065895e-5
3,변질,5.971230540581736e-6
4,변질,5.302277279126921e-19
5,변질,2.1691941166354265e-4
6,변질,6.329521869691107e-4
7,변질,3.922567407169669e-170
8,변질,2.2989658938386313e-166
9,변질,3.572560774852541e-4
1,불과,3.938861213737637e-42
2,불과,5.084245879632219e-9
3,불과,4.447971713655923e-4
4,불과,0.001198303403333725
5,불과,2.8428387107094853e-4
6,불과,4.3751014776589745e-4
7,불과,1.520935520622363e-4
8,불과,7.54533911688186e-4
9,불과,8.402957380379135e-4
1,응답자,1.165970618428273e-4
2,응답자,2.0565309413011457e-4
3,응답자,2.9933960335224596e-146
4,응답자,3.1401820020399542e-18
5,응답자,2.8298010105565324e-145
6,응답자,2.4777050078647492e-8
7,응답자,1.0600034349858968e-114
8,응답자,2.0784583131625788e-157
9,응답자,3.5380101973960985e-4
1,집중,1.5131047054854215e-4
2,집중,7.417638523523113e-15
3,집중,4.355639245338579e-4
4,집중,5.105793841494959e-4
5,집중,3.680111550290217e-4
6,집중,7.504867884436383e-4
7,집중,8.343478388680495e-4
8,집중,7.919346265991095e-4
9,집중,9.911525394806918e-4
1,홍콩,5.575075504556435e-166
2,홍콩,3.911709037954541e-65
3,홍콩,3.469373187402612e-27
4,홍콩,5.3205972559653e-36
5,홍콩,9.939795177901697e-21
6,홍콩,7.311803092196746e-177
7,홍콩,8.367635667071676e-182
8,홍콩,1.1656350710888131e-179
9,홍콩,7.076109285160668e-4
1,반환,3.349068472344451e-4
2,반환,1.9036306716090017e-6
3,반환,3.22993147765544e-176
4,반환,2.898209096493195e-171
5,반환,3.7110443393130585e-4
6,반환,1.4226017482186122e-120
7,반환,2.5248845912840106e-173
8,반환,1.0334591364145949e-172
9,반환,2.055245533851579e-173
1,배제,0.0018544568657902587
2,배제,0.0012913143144043324
3,배제,1.1632588677322727e-4
4,배제,3.3991977241311046e-4
5,배제,3.9369018905363075e-4
6,배제,3.954937428286543e-4
7,배제,7.749951079525919e-4
8,배제,5.682375438027132e-4
9,배제,8.733271869466323e-10
1,심판,5.223852692317668e-13
2,심판,0.0010614297108268362
3,심판,3.2291675487572396e-4
4,심판,1.2177087423103596e-11
5,심판,1.6909972460004774e-4
6,심판,1.679216646864787e-159
7,심판,3.7134112593631344e-11
8,심판,1.6072656265314133e-13
9,심판,3.136911549130461e-4
1,지역구,3.989178338988947e-19
2,지역구,2.216847359723744e-15
3,지역구,3.050010789074488e-4
4,지역구,0.0013582194533701237
5,지역구,7.420514694758677e-5
6,지역구,1.0094225256434387e-4
7,지역구,1.9464996629470573e-27
8,지역구,2.2047132766197074e-16
9,지역구,9.044210679032517e-5
1,갑질,8.751590580553656e-4
2,갑질,1.6654455380602823e-13
3,갑질,1.7271756165530646e-61
4,갑질,3.755437303771437e-4
5,갑질,2.407527073961833e-16
6,갑질,8.487751151076342e-17
7,갑질,2.369509387267691e-171
8,갑질,7.64101140532549e-16
9,갑질,1.256429512296255e-4
1,협찬,9.300894306138492e-4
2,협찬,9.50810367952892e-31
3,협찬,2.2345969706644484e-171
4,협찬,3.128155880240671e-4
5,협찬,3.3932018298497595e-156
6,협찬,7.05646469513378e-18
7,협찬,3.4137079442398795e-171
8,협찬,2.897427743246832e-168
9,협찬,2.0206480395359646e-160
1,당사자,5.663748586743065e-4
2,당사자,1.479627636751025e-4
3,당사자,4.0812949674992773e-35
4,당사자,6.189139727055646e-9
5,당사자,9.855402328670946e-4
6,당사자,8.264228777349425e-4
7,당사자,2.2550379946654335e-22
8,당사자,8.521083461941965e-4
9,당사자,1.2768317865055604e-20
1,사이,0.0015290923169254482
2,사이,8.230433399163058e-11
3,사이,1.8961782448438406e-4
4,사이,4.900028103666096e-4
5,사이,2.1531754057889966e-9
6,사이,4.51509411724589e-4
7,사이,3.300413033152463e-4
8,사이,1.9715234143560751e-4
9,사이,0.001327851024278461
1,재산공개,8.162108762489894e-4
2,재산공개,3.929998853467349e-43
3,재산공개,2.169119087472649e-183
4,재산공개,3.322306773765468e-184
5,재산공개,1.2013013308319307e-34
6,재산공개,2.429623014286451e-10
7,재산공개,7.449120747390228e-12
8,재산공개,1.043275731500355e-13
9,재산공개,3.5463776099771917e-19
1,국장,7.831720440533078e-4
2,국장,8.61878896604645e-4
3,국장,1.3347720637794339e-8
4,국장,2.4551949994078367e-15
5,국장,6.238921193606089e-18
6,국장,2.5597032982483704e-4
7,국장,5.82089404088627e-31
8,국장,2.4108378780322647e-4
9,국장,1.7268717191979437e-10
1,예고,7.245911832763072e-19
2,예고,9.467907433883992e-4
3,예고,1.295707644104453e-19
4,예고,2.750110702982954e-24
5,예고,2.512745593219579e-4
6,예고,2.853418187489345e-19
7,예고,1.4252154430255534e-6
8,예고,3.8518297582757974e-155
9,예고,2.8628856516035794e-23
1,모호,9.674901298148855e-9
2,모호,3.0606242589912734e-6
3,모호,1.669347558271315e-46
4,모호,9.48136315602471e-4
5,모호,0.0011504795094383668
6,모호,3.392131483224767e-4
7,모호,1.465300901936077e-4
8,모호,1.7868422812949685e-4
9,모호,9.787215650776708e-11
1,법리,9.943760223874822e-10
2,법리,1.008678314137464e-15
3,법리,1.505068098514524e-4
4,법리,1.9329742621684515e-123
5,법리,4.515470265498254e-4
6,법리,1.683169577996515e-4
7,법리,1.7274195920663433e-25
8,법리,6.244640349967503e-16
9,법리,6.856003294529921e-18
1,불명확,2.889610266527698e-19
2,불명확,2.796782443487975e-4
3,불명확,3.2273776619899607e-173
4,불명확,4.485065383937388e-166
5,불명확,2.893429198756185e-4
6,불명확,1.2839739854310012e-5
7,불명확,2.2696743867357556e-117
8,불명확,5.755247146851566e-170
9,불명확,5.020283503949955e-10
1,위임,4.573693446632148e-4
2,위임,1.0768900037162428e-14
3,위임,1.7838682763064477e-5
4,위임,2.5801675542607985e-142
5,위임,5.303594277942784e-4
6,위임,6.706184926785569e-19
7,위임,1.7041756930251773e-165
8,위임,1.5063931970446903e-5
9,위임,2.8035688865583787e-30
1,임용,0.002108399390213602
2,임용,7.66843506231832e-4
3,임용,1.7118667903119932e-18
4,임용,1.2131921546499606e-28
5,임용,7.938550169319833e-22
6,임용,2.458340249773198e-4
7,임용,2.9633187367901306e-29
8,임용,1.5961698854008057e-9
9,임용,9.697097461403256e-24
1,수산업계,3.08534401552522e-32
2,수산업계,3.596586454684683e-61
3,수산업계,2.2433955021747354e-37
4,수산업계,5.2572913354789516e-33
5,수산업계,3.9247818450696383e-4
6,수산업계,1.1009235123635688e-4
7,수산업계,1.0065434990311777e-176
8,수산업계,4.364509102324787e-155
9,수산업계,1.0315360688474406e-175
1,학교,4.170444731618612e-27
2,학교,8.250809096967299e-10
3,학교,1.794675689221345e-17
4,학교,2.714656298969815e-10
5,학교,6.286173208191419e-4
6,학교,5.115670620200896e-4
7,학교,1.3162608091941841e-167
8,학교,1.4722116964343044e-159
9,학교,3.4370192343946626e-19
1,진단,5.849859252140918e-4
2,진단,1.1160102760547237e-71
3,진단,3.845032468630711e-4
4,진단,1.1007303022670014e-16
5,진단,1.8679710066504308e-13
6,진단,1.831336340436204e-4
7,진단,1.4386778988833963e-21
8,진단,4.2374153776915175e-35
9,진단,1.5806764488999402e-4
1,최초,6.195661741913331e-4
2,최초,2.0662555089973353e-17
3,최초,8.143532577629013e-16
4,최초,1.2674118966112488e-56
5,최초,3.3450034683647106e-4
6,최초,6.703329212678496e-4
7,최초,1.3832843882552348e-4
8,최초,1.4068025344488495e-162
9,최초,2.4851914380354948e-15
1,비속,0.0011801752252077265
2,비속,0.0010123836920955067
3,비속,5.021651827497919e-6
4,비속,1.1615127364624426e-31
5,비속,2.6912995764285103e-40
6,비속,6.4039212063018065e-146
7,비속,7.686206096910432e-13
8,비속,2.169852214273287e-10
9,비속,1.991210927953925e-99
1,재판부,2.6925583765280057e-4
2,재판부,2.4149683728270017e-21
3,재판부,3.840126647350404e-4
4,재판부,6.738526518911154e-24
5,재판부,1.9990641956583235e-4
6,재판부,5.151939390861406e-6
7,재판부,2.739019219241988e-165
8,재판부,1.562774240583912e-4
9,재판부,1.6700216085937814e-24
1,물품,0.001158154875905105
2,물품,7.788086649591642e-4
3,물품,4.133717280880221e-44
4,물품,9.280984342722001e-17
5,물품,2.2297035940488746e-4
6,물품,4.06433139865829e-55
7,물품,1.8704593629222392e-87
8,물품,4.680015617492015e-7
9,물품,1.2053445513570473e-4
1,사용,5.808112701259428e-4
2,사용,7.110973694403202e-4
3,사용,1.6815244236699486e-5
4,사용,5.49904998864505e-4
5,사용,4.503809949420469e-4
6,사용,1.5155378499836684e-7
7,사용,8.731706860851224e-4
8,사용,8.619129693892858e-4
9,사용,2.59176024767801e-4
1,애초,1.7794324351004865e-16
2,애초,3.3439080963730654e-13
3,애초,1.6511756816194113e-172
4,애초,1.6546136394033844e-12
5,애초,7.496816120871423e-4
6,애초,1.4992882547034772e-172
7,애초,6.0863820829620514e-170
8,애초,6.213861850760286e-4
9,애초,2.523141410689848e-4
1,명절,1.0231223059058544e-32
2,명절,2.053296400460761e-22
3,명절,1.1070664955367422e-37
4,명절,5.039760494358414e-28
5,명절,6.321659179476856e-4
6,명절,7.080397474882763e-12
7,명절,1.1365495877707642e-183
8,명절,1.057284043301024e-181
9,명절,2.5466919297637063e-33
1,박근혜,6.201905292178586e-9
2,박근혜,1.241557238878508e-16
3,박근혜,0.0013582285978753078
4,박근혜,2.855922220609706e-4
5,박근혜,1.8465700094581568e-4
6,박근혜,9.594895691801424e-4
7,박근혜,6.411741360148251e-36
8,박근혜,3.456860209876621e-27
9,박근혜,0.0016962789465934905
1,성과,2.1916853365556593e-173
2,성과,3.6782650044279533e-13
3,성과,4.857750890417778e-4
4,성과,2.811121704794626e-4
5,성과,3.9382675272702654e-5
6,성과,8.238990048266894e-9
7,성과,1.79222398331387e-162
8,성과,2.928009040342256e-32
9,성과,0.0010045691729063846
1,공간,4.166164931484008e-19
2,공간,2.634440662255087e-24
3,공간,4.401642363129643e-178
4,공간,0.0010513216834149193
5,공간,2.7152482474528705e-28
6,공간,6.669022139949855e-17
7,공간,1.9469180045239864e-27
8,공간,3.8404855518971235e-4
9,공간,4.6219155506947565e-18
1,기반,4.34497504934283e-4
2,기반,8.838856803835885e-29
3,기반,2.580939623713785e-25
4,기반,1.2107879675140117e-27
5,기반,1.0759710493519972e-25
6,기반,1.8020872584239187e-4
7,기반,2.118812048801243e-21
8,기반,6.27182021151288e-11
9,기반,9.674236986811467e-4
1,다양,3.6757968156880995e-4
2,다양,1.2683270039188184e-4
3,다양,1.8038938230181214e-8
4,다양,2.9038504784557965e-12
5,다양,1.1909076976663253e-4
6,다양,9.141882339189795e-4
7,다양,7.066143079243783e-22
8,다양,5.040496960211093e-5
9,다양,0.0014830693341259646
1,단지,8.737314341478122e-35
2,단지,8.2433633474854e-189
3,단지,1.2545305412807274e-178
4,단지,2.087843995095507e-184
5,단지,1.3900598319438514e-187
6,단지,7.248679213871844e-178
7,단지,5.329759323954619e-4
8,단지,2.0024817645305585e-4
9,단지,1.2648722577315844e-14
1,시설,2.1014335504587447e-10
2,시설,3.814003233937191e-4
3,시설,6.164007441273987e-44
4,시설,3.7282938357527467e-31
5,시설,9.228724112549271e-5
6,시설,1.1109103842892144e-12
7,시설,2.1495070284283605e-17
8,시설,5.707149712440536e-4
9,시설,5.344837831954917e-23
1,안전사고,9.174060847895674e-186
2,안전사고,1.19369404239473e-169
3,안전사고,3.3600850075614547e-12
4,안전사고,4.732905368204824e-183
5,안전사고,5.635196196851974e-19
6,안전사고,5.048156422376174e-4
7,안전사고,6.081319982609233e-28
8,안전사고,3.4891490928227456e-4
9,안전사고,2.636223864294015e-7
1,임대주택,4.398461784705237e-115
2,임대주택,5.4521100726096305e-17
3,임대주택,2.74840895118967e-131
4,임대주택,1.2218959553473378e-164
5,임대주택,3.659064516606741e-181
6,임대주택,5.894923018972212e-175
7,임대주택,1.558751910170926e-5
8,임대주택,1.6187646579012529e-6
9,임대주택,5.752927366688636e-4
1,조성,1.3786940918762694e-4
2,조성,2.941808172903171e-4
3,조성,1.114094713527393e-157
4,조성,2.9312032522578393e-134
5,조성,1.561018169282571e-6
6,조성,3.6237629906623074e-27
7,조성,6.898582080897064e-5
8,조성,1.8490211713046788e-9
9,조성,8.775266360235246e-4
1,주거,1.0813978814372714e-35
2,주거,8.352257233110725e-6
3,주거,3.8928891458272184e-4
4,주거,1.1193580370263329e-30
5,주거,1.3674589787296145e-178
6,주거,1.2197033492973875e-39
7,주거,5.401938550427696e-4
8,주거,2.1186298162160057e-4
9,주거,2.5184639750081322e-5
1,환경,5.365428678536467e-32
2,환경,1.0479585302658557e-28
3,환경,5.375549774099355e-176
4,환경,9.960483772214158e-20
5,환경,3.0127458055883806e-21
6,환경,1.0810895231021e-24
7,환경,7.733799993664158e-5
8,환경,9.36531533403244e-4
9,환경,3.6282028088920586e-4
1,다짐,5.258838849141671e-155
2,다짐,1.0642520123095711e-4
3,다짐,3.7267619782984653e-4
4,다짐,3.6859109537599165e-4
5,다짐,1.2556314045590675e-7
6,다짐,3.0881646480604758e-9
7,다짐,3.4022305247265785e-23
8,다짐,2.302859775493879e-12
9,다짐,2.4806088553020253e-4
1,대화,1.9232958959905944e-10
2,대화,5.048007915608636e-4
3,대화,7.828590283964402e-22
4,대화,4.778647639019026e-4
5,대화,3.332494401291433e-45
6,대화,3.724060645590464e-24
7,대화,2.6705780799983092e-33
8,대화,1.739285309821881e-29
9,대화,2.9158747559267182e-34
1,리베이트,9.094484966571838e-19
2,리베이트,5.8512066745510006e-129
3,리베이트,4.135630512276845e-19
4,리베이트,5.904221796853593e-4
5,리베이트,9.788164561382452e-5
6,리베이트,9.044819619246045e-7
7,리베이트,7.496975730447002e-40
8,리베이트,4.988434763205181e-163
9,리베이트,3.646328811799632e-4
1,출발,2.332031574004301e-4
2,출발,4.384463807089172e-8
3,출발,7.800814669560918e-4
4,출발,6.009327026137895e-4
5,출발,9.130834961511735e-5
6,출발,4.649988486423408e-16
7,출발,7.531596832727802e-24
8,출발,6.832868831834646e-166
9,출발,4.621320449880331e-4
1,경계,1.0473618536076688e-12
2,경계,7.856598257252918e-11
3,경계,5.024908938387338e-24
4,경계,3.379154068000736e-4
5,경계,5.691451551583437e-4
6,경계,7.170219819480819e-21
7,경계,2.681305520138371e-4
8,경계,3.1366250933689677e-34
9,경계,6.573426789311682e-4
1,광범위,1.0322439341767137e-12
2,광범위,1.2144118888709376e-4
3,광범위,8.027697155899181e-17
4,광범위,9.07262075287361e-24
5,광범위,7.786361262902447e-4
6,광범위,2.2996245710886745e-4
7,광범위,4.416582555751477e-23
8,광범위,2.0839571748166235e-5
9,광범위,6.735909073927927e-4
1,김기식,3.0481340242618604e-34
2,김기식,9.415999611435224e-10
3,김기식,2.839134700161222e-177
4,김기식,3.626738691637177e-12
5,김기식,7.224745100712131e-4
